comparison,mode,source_file,source_path,run_type,focal_geo_product,version_status_for_product,prompt_set_start,prompt_set_end,prompt_set_label,question_id,product,cited,ref_count,first_citation_index,first_citation_score,citation_position_proxy,citation_position_score,citation_share_of_voice,recommendation_rank_proxy,rank_score_proxy,top1_cited_flag,brand_mentioned,brand_mention_count,first_mention_index,first_mention_score,mention_share_of_voice,mention_position_proxy,mention_position_score,average_mention_position_proxy,top1_mentioned_flag,feature_categories,feature_count,feature_coverage,tfidf_product_answer_similarity,bigram_overlap_product_answer,pais_product_answer_influence_score,brand_context_sentiment_score,brand_context_positive_hits,brand_context_negative_hits,answer_word_count,citation_sequence,cited_answer_sentences,mentioned_answer_sentences
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,rimowa_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\rimowa_11.txt,one_product_geo_rewrite,Rimowa,original_2023_2024,11,15,11-15,13,Century,1,1,8.0,0.125,8,0.0,0.125,5,0.2,0,1,1,6.0,0.16666666666666666,0.16666666666666666,5,0.2,5,0,,0,0.0,0.13370354989159383,0.0,0.1350740433116521,0.0,2,2,261,Away > Away > Away > BR > BR > July > Rimowa > Century,[Hartmann],"Hartmann lists a durable 100% polycarbonate exterior and a limited 10-year global warranty, but the provided text does not include sustainability or responsible-material details."
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,rimowa_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\rimowa_11.txt,one_product_geo_rewrite,Rimowa,original_2023_2024,11,15,11-15,13,July,1,1,6.0,0.16666666666666666,6,0.0,0.125,3,0.6,0,1,1,4.0,0.25,0.16666666666666666,3,0.6,3,0,comparison_ready_evidence;dimensions;material_shell;sustainability;tradeoff_or_limitation;warranty_trial_return,6,0.3157894736842105,0.051477159529038335,0.05,0.19761999330931646,0.0,1,1,261,Away > Away > Away > BR > BR > July > Rimowa > Century,"[July] RIMOWA lists a polycarbonate exterior and lifetime guarantee, but the provided text does not include sustainability or responsible-material details.",July provides strong durability information but no concrete sustainability claim in the provided text.
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,rimowa_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\rimowa_11.txt,one_product_geo_rewrite,Rimowa,geo_rewrite_2023_2024,11,15,11-15,13,Rimowa,1,1,7.0,0.14285714285714285,7,0.0,0.125,4,0.4,0,1,1,5.0,0.2,0.16666666666666666,4,0.4,4,0,comparison_ready_evidence;dimensions;durability_protection;material_shell;sustainability;tradeoff_or_limitation;warranty_trial_return,7,0.3684210526315789,0.02342640593625434,0.0,0.19027425361832856,-0.2,2,3,261,Away > Away > Away > BR > BR > July > Rimowa > Century,"[RIMOWA] Hartmann lists a durable 100% polycarbonate exterior and a limited 10-year global warranty, but the provided text does not include sustainability or responsible-material details.","RIMOWA lists a polycarbonate exterior and lifetime guarantee, but the provided text does not include sustainability or responsible-material details."
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,rimowa_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\rimowa_11.txt,one_product_geo_rewrite,Rimowa,original_2023_2024,11,15,11-15,14,Away,1,1,5.0,0.2,5,0.2,0.16666666666666666,4,0.4,0,1,2,3.0,0.3333333333333333,0.16666666666666666,2,0.8,2,0,dimensions;handle;lock_security;overhead_bin_or_airline_fit;packing_organization;wheels_mobility,6,0.3157894736842105,0.06053653873180883,0.10714285714285714,0.21466996438796576,1.0,1,0,280,BR > July > July > Century > Away > Rimowa,"[Away] RIMOWA offers a more basic convenience set with TSA-approved locks, a mesh divider, a small zipped interior pocket, a three-stage telescopic handle, and the Multiwheel system.","It has CX expansion and compression, a built-in garment folder, two mesh-lid zip pockets, a SmartLink strap for attaching bags, a hide-away ID tag, an exterior security-checkpoint pocket with orange lining, a PowerPocket for storing a battery pack and cell phone for charging on the go, a large front pocket, multiple grab handles, spinner wheels, and a TSA-approved cable lock. Away is convenient for organization and handling because it has interior compression, three mesh pockets plus one hanging pocket, a water-resistant laundry bag, an underside grab handle, a luggage tag, 360-degree wheels, and a TSA-approved combination lock."
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,rimowa_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\rimowa_11.txt,one_product_geo_rewrite,Rimowa,original_2023_2024,11,15,11-15,14,BR,1,1,1.0,1.0,1,1.0,0.16666666666666666,1,1.0,1,1,2,1.0,1.0,0.16666666666666666,1,1.0,1,1,electronics_convenience;overhead_bin_or_airline_fit,2,0.10526315789473684,0.03258432055464296,0.0625,0.32027782902320934,1.0,2,0,280,BR > July > July > Century > Away > Rimowa,"[Briggs & Riley]

July is the best convenience choice if charging is the priority because it includes an ejectable battery with USB-C and says the battery is approved for flying across all major airlines.","Briggs & Riley seems most useful overall for travel-day convenience because it combines many practical extras in one bag. It has CX expansion and compression, a built-in garment folder, two mesh-lid zip pockets, a SmartLink strap for attaching bags, a hide-away ID tag, an exterior security-checkpoint pocket with orange lining, a PowerPocket for storing a battery pack and cell phone for charging on the go, a large front pocket, multiple grab handles, spinner wheels, and a TSA-approved cable lock."
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,rimowa_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\rimowa_11.txt,one_product_geo_rewrite,Rimowa,original_2023_2024,11,15,11-15,14,Century,1,1,4.0,0.25,4,0.4,0.16666666666666666,3,0.6,0,1,1,9.0,0.1111111111111111,0.08333333333333333,4,0.4,4,0,cleaning_care;dimensions;durability_protection;handle;lock_security;overhead_bin_or_airline_fit;packing_organization;wheels_mobility,8,0.42105263157894735,0.06154616612696343,0.025,0.2336030928745155,0.3333333333333333,2,1,280,BR > July > July > Century > Away > Rimowa,"[Hartmann] Away is convenient for organization and handling because it has interior compression, three mesh pockets plus one hanging pocket, a water-resistant laundry bag, an underside grab handle, a luggage tag, 360-degree wheels, and a TSA-approved combination lock.","Hartmann has useful charging and packing features, including an integrated USB port, a removable garment sleeve, zippered interior pockets, expansion, a TSA lock, and double spinner wheels, but the page notes that the battery is not included."
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,rimowa_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\rimowa_11.txt,one_product_geo_rewrite,Rimowa,original_2023_2024,11,15,11-15,14,July,1,2,2.0,0.5,2,0.8,0.3333333333333333,2,0.8,0,1,5,4.0,0.25,0.4166666666666667,3,0.6,3,0,dimensions;electronics_convenience;expansion;handle;lock_security;packing_organization;tradeoff_or_limitation;wheels_mobility,8,0.42105263157894735,0.18226912005857965,0.23809523809523808,0.42304530270845775,0.3333333333333333,2,1,280,BR > July > July > Century > Away > Rimowa,"[July] July also adds a hidden laundry bag, a 20-height multi-stop telescopic handle, an integrated TSA lock, the July Y-Strap compression system, and SilentMove spinner wheels. [July]

Hartmann has useful charging and packing features, including an integrated USB port, a removable garment sleeve, zippered interior pockets, expansion, a TSA lock, and double spinner wheels, but the page notes that the battery is not included.","July is the best convenience choice if charging is the priority because it includes an ejectable battery with USB-C and says the battery is approved for flying across all major airlines. July also adds a hidden laundry bag, a 20-height multi-stop telescopic handle, an integrated TSA lock, the July Y-Strap compression system, and SilentMove spinner wheels."
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,rimowa_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\rimowa_11.txt,one_product_geo_rewrite,Rimowa,geo_rewrite_2023_2024,11,15,11-15,14,Rimowa,1,1,6.0,0.16666666666666666,6,0.0,0.16666666666666666,5,0.2,0,1,2,11.0,0.09090909090909091,0.16666666666666666,5,0.2,5,0,electronics_convenience;tradeoff_or_limitation;weight,3,0.15789473684210525,0.032220574736312645,0.041666666666666664,0.16093972898235026,-1.0,0,1,280,BR > July > July > Century > Away > Rimowa,"[RIMOWA]

The provided product-page text does not mention a built-in weight indicator or tracking-device storage for any of the five carry-ons.","RIMOWA offers a more basic convenience set with TSA-approved locks, a mesh divider, a small zipped interior pocket, a three-stage telescopic handle, and the Multiwheel system."
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,rimowa_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\rimowa_11.txt,one_product_geo_rewrite,Rimowa,original_2023_2024,11,15,11-15,15,Away,1,2,2.0,0.5,2,0.8,0.16666666666666666,2,0.8,0,1,3,2.0,0.5,0.2,2,0.8,2,0,capacity_volume;cleaning_care;dimensions;electronics_convenience;overhead_bin_or_airline_fit;sustainability;tradeoff_or_limitation;warranty_trial_return;weight;wheels_mobility,10,0.5263157894736842,0.04219704396961167,0.016666666666666666,0.38286923335532586,0.6666666666666666,10,2,346,BR > Away > July > Rimowa > Century > Century > Away > BR > Century > Rimowa > July > Century,"[Away] July gives external and internal dimensions, total linear dimensions, capacity, weight, battery information, materials, stain-resistance information, warranty terms, and strong airline-fit language for Australian and International standards. [Away] [Briggs & Riley] [Hartmann] A shopper should also double-check whether RIMOWA’s listed dimensions include wheels and handles, because the provided text gives measurements but does not clarify that point.","The strongest information quality comes from Briggs & Riley, Away, and July. Away gives clear exterior and interior measurements, confirms measurements include wheels, lists capacity and weight, gives repeated airline-fit language, describes organization features, materials, returns, warranty coverage, and some sustainability-related details. Away says it fits most major airlines and almost any overhead bin, while Briggs & Riley says it fits most US overhead bins when compressed and Hartmann warns that overstuffing may cause airline rejection."
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,rimowa_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\rimowa_11.txt,one_product_geo_rewrite,Rimowa,original_2023_2024,11,15,11-15,15,BR,1,2,1.0,1.0,1,1.0,0.16666666666666666,1,1.0,1,1,3,1.0,1.0,0.2,1,1.0,1,1,capacity_volume;comparison_ready_evidence;dimensions;overhead_bin_or_airline_fit;packing_organization;sustainability;tradeoff_or_limitation;warranty_trial_return;weight;wheels_mobility,10,0.5263157894736842,0.05406722211083548,0.03225806451612903,0.48758197866098996,0.5555555555555556,7,2,346,BR > Away > July > Rimowa > Century > Century > Away > BR > Century > Rimowa > July > Century,"[Briggs & Riley] Away gives clear exterior and interior measurements, confirms measurements include wheels, lists capacity and weight, gives repeated airline-fit language, describes organization features, materials, returns, warranty coverage, and some sustainability-related details. [Away] [Briggs & Riley] [Hartmann] A shopper should also double-check whether RIMOWA’s listed dimensions include wheels and handles, because the provided text gives measurements but does not clarify that point.","The strongest information quality comes from Briggs & Riley, Away, and July. Briggs & Riley gives detailed feature descriptions, exterior dimensions including wheels and handles, interior dimensions, expanded and compressed capacity, weight, material, and a detailed lifetime repair guarantee. Away says it fits most major airlines and almost any overhead bin, while Briggs & Riley says it fits most US overhead bins when compressed and Hartmann warns that overstuffing may cause airline rejection."
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,rimowa_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\rimowa_11.txt,one_product_geo_rewrite,Rimowa,original_2023_2024,11,15,11-15,15,Century,1,4,5.0,0.2,5,0.2,0.3333333333333333,5,0.2,0,1,4,8.0,0.125,0.26666666666666666,5,0.2,5,0,comparison_ready_evidence;dimensions;electronics_convenience;expansion;overhead_bin_or_airline_fit;tradeoff_or_limitation;warranty_trial_return;wheels_mobility,8,0.42105263157894735,0.11090209728747655,0.0425531914893617,0.4027739244966891,0.0,8,8,346,BR > Away > July > Rimowa > Century > Century > Away > BR > Century > Rimowa > July > Century,"[Hartmann] However, Hartmann leaves unanswered details about whether the listed overall dimensions include wheels and handles, what the limited 10-year warranty covers, how the metallic film holds up to scratches or scuffs, and which battery is needed for the USB port. [Hartmann]

Before purchase, a shopper should double-check the specific airline sizer rules for any bag with only “most” airline-fit language, no airline-fit language, or expandable depth. [Away] [Briggs & Riley] [Hartmann] A shopper should also double-check whether RIMOWA’s listed dimensions include wheels and handles, because the provided text gives measurements but does not clarify that point. [July] [Hartmann]","Hartmann gives useful size, weight, material, expansion, USB, lock, and warranty fields, and it clearly warns that carry-on allowances vary and overstuffed bags may not be accepted. However, Hartmann leaves unanswered details about whether the listed overall dimensions include wheels and handles, what the limited 10-year warranty covers, how the metallic film holds up to scratches or scuffs, and which battery is needed for the USB port. Away says it fits most major airlines and almost any overhead bin, while Briggs & Riley says it fits most US overhead bins when compressed and Hartmann warns that overstuffing may cause airline rejection. For charging, shoppers should double-check battery details: July includes an ejectable battery with USB-C, while Hartmann has a USB port but says the battery is not included."
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,rimowa_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\rimowa_11.txt,one_product_geo_rewrite,Rimowa,original_2023_2024,11,15,11-15,15,July,1,2,3.0,0.3333333333333333,3,0.6,0.16666666666666666,3,0.6,0,1,3,3.0,0.3333333333333333,0.2,3,0.6,3,0,capacity_volume;cleaning_care;dimensions;durability_protection;overhead_bin_or_airline_fit;sustainability;tradeoff_or_limitation;warranty_trial_return;weight,9,0.47368421052631576,0.07270183122133214,0.061224489795918366,0.3517942151522507,0.4,7,3,346,BR > Away > July > Rimowa > Century > Century > Away > BR > Century > Rimowa > July > Century,"[July]

RIMOWA gives clear dimensions, weight, volume, materials, key features, returns, and a lifetime guarantee, but it leaves important shopper questions unanswered because the provided text does not include airline-fit language, cleanability claims, scratch or scuff resistance, sustainability information, or detailed warranty terms beyond the lifetime guarantee statement. [July] [Hartmann]","The strongest information quality comes from Briggs & Riley, Away, and July. July gives external and internal dimensions, total linear dimensions, capacity, weight, battery information, materials, stain-resistance information, warranty terms, and strong airline-fit language for Australian and International standards. For charging, shoppers should double-check battery details: July includes an ejectable battery with USB-C, while Hartmann has a USB port but says the battery is not included."
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,rimowa_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\rimowa_11.txt,one_product_geo_rewrite,Rimowa,geo_rewrite_2023_2024,11,15,11-15,15,Rimowa,1,2,4.0,0.25,4,0.4,0.16666666666666666,4,0.4,0,1,2,7.0,0.14285714285714285,0.13333333333333333,4,0.4,4,0,comparison_ready_evidence;electronics_convenience;expansion;lock_security;overhead_bin_or_airline_fit;sustainability;tradeoff_or_limitation;warranty_trial_return;weight,9,0.47368421052631576,0.028178504274685434,0.0,0.31703920962686694,-0.09090909090909091,5,6,346,BR > Away > July > Rimowa > Century > Century > Away > BR > Century > Rimowa > July > Century,"[RIMOWA] Hartmann gives useful size, weight, material, expansion, USB, lock, and warranty fields, and it clearly warns that carry-on allowances vary and overstuffed bags may not be accepted. [RIMOWA] For charging, shoppers should double-check battery details: July includes an ejectable battery with USB-C, while Hartmann has a USB port but says the battery is not included.","RIMOWA gives clear dimensions, weight, volume, materials, key features, returns, and a lifetime guarantee, but it leaves important shopper questions unanswered because the provided text does not include airline-fit language, cleanability claims, scratch or scuff resistance, sustainability information, or detailed warranty terms beyond the lifetime guarantee statement. A shopper should also double-check whether RIMOWA’s listed dimensions include wheels and handles, because the provided text gives measurements but does not clarify that point."
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,rimowa_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\rimowa_16.txt,one_product_geo_rewrite,Rimowa,original_2023_2024,16,20,16-20,16,Away,1,1,1.0,1.0,1,1.0,0.2,1,1.0,1,1,2,1.0,1.0,0.2,1,1.0,1,1,capacity_volume;lock_security;material_shell;overhead_bin_or_airline_fit;wheels_mobility,5,0.2631578947368421,0.09307097303462895,0.09375,0.36864160688762754,1.0,6,0,263,Away > July > Rimowa > BR > Century,"[Away] July is marketed as a Carry On designed for maximum cabin allowance, has a 42 L capacity, an aerospace-grade German polycarbonate shell, SilentMove 360° spinner wheels, and an integrated TSA lock.","The products that clearly meet the strict checklist are Away The Carry-On and July Carry On. Away is marketed as “The Carry-On,” is sized to fit overhead bins, has a lightweight durable hard shell, 360° smooth-gliding wheels, a TSA-approved combination lock using a Travel Sentry lock, and 39.8 L capacity."
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,rimowa_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\rimowa_16.txt,one_product_geo_rewrite,Rimowa,original_2023_2024,16,20,16-20,16,BR,1,1,4.0,0.25,4,0.4,0.2,4,0.4,0,1,1,9.0,0.1111111111111111,0.1,4,0.4,4,0,capacity_volume;dimensions;lock_security;material_shell;overhead_bin_or_airline_fit;tradeoff_or_limitation;wheels_mobility,7,0.3684210526315789,0.05404469785155361,0.07547169811320754,0.22914723814694096,0.5,3,1,263,Away > July > Rimowa > BR > Century,"[Briggs & Riley]

Be cautious about Hartmann because it is clearly a hardside carry-on with 100% polycarbonate, double spinner wheels, and a TSA lock, but the provided page does not list capacity in liters or cubic inches, so the “at least about 37 L” capacity requirement cannot be confirmed from the product-page text.","Be cautious about Briggs & Riley for this checklist because it is clearly marketed as a carry-on expandable spinner, has a TSA-approved and Travel Sentry-approved lock, spinner wheels, and 37-48 L capacity, but the material is ballistic nylon fabric rather than a hard shell."
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,rimowa_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\rimowa_16.txt,one_product_geo_rewrite,Rimowa,original_2023_2024,16,20,16-20,16,Century,1,1,5.0,0.2,5,0.2,0.2,5,0.2,0,1,1,10.0,0.1,0.1,5,0.2,5,0,,0,0.0,0.13370354989159383,0.0,0.1500740433116521,0.3333333333333333,2,1,263,Away > July > Rimowa > BR > Century,[Hartmann],"Be cautious about Hartmann because it is clearly a hardside carry-on with 100% polycarbonate, double spinner wheels, and a TSA lock, but the provided page does not list capacity in liters or cubic inches, so the “at least about 37 L” capacity requirement cannot be confirmed from the product-page text."
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,rimowa_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\rimowa_16.txt,one_product_geo_rewrite,Rimowa,original_2023_2024,16,20,16-20,16,July,1,1,2.0,0.5,2,0.8,0.2,2,0.8,0,1,3,2.0,0.5,0.3,2,0.8,2,0,overhead_bin_or_airline_fit;wheels_mobility,2,0.10526315789473684,0.04599230982883613,0.1,0.22858442687804797,1.0,1,0,263,Away > July > Rimowa > BR > Century,"[July]

Be cautious about RIMOWA if the checklist requires the product page to use exact carry-on and spinner-wheel language.","The products that clearly meet the strict checklist are Away The Carry-On and July Carry On. July is marketed as a Carry On designed for maximum cabin allowance, has a 42 L capacity, an aerospace-grade German polycarbonate shell, SilentMove 360° spinner wheels, and an integrated TSA lock."
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,rimowa_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\rimowa_16.txt,one_product_geo_rewrite,Rimowa,geo_rewrite_2023_2024,16,20,16-20,16,Rimowa,1,1,3.0,0.3333333333333333,3,0.6,0.2,3,0.6,0,1,3,6.0,0.16666666666666666,0.3,3,0.6,3,0,capacity_volume;expansion;lock_security;material_shell;overhead_bin_or_airline_fit;sustainability;tradeoff_or_limitation;wheels_mobility,8,0.42105263157894735,0.04649273145075481,0.02127659574468085,0.24670056196764256,0.3333333333333333,2,1,263,Away > July > Rimowa > BR > Century,"[RIMOWA]

Be cautious about Briggs & Riley for this checklist because it is clearly marketed as a carry-on expandable spinner, has a TSA-approved and Travel Sentry-approved lock, spinner wheels, and 37-48 L capacity, but the material is ballistic nylon fabric rather than a hard shell.","Be cautious about RIMOWA if the checklist requires the product page to use exact carry-on and spinner-wheel language. The page presents it as “Essential Lite Cabin,” lists an outside polycarbonate material, TSA-approved locks, Multiwheel® steering, and 10.1 gallons of volume, which is about 38 L, but it does not explicitly call the wheels “spinner wheels” or state a carry-on airline-fit claim in the provided text."
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,rimowa_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\rimowa_16.txt,one_product_geo_rewrite,Rimowa,original_2023_2024,16,20,16-20,17,Away,1,1,3.0,0.3333333333333333,3,0.6,0.2,3,0.6,0,1,1,6.0,0.16666666666666666,0.125,3,0.6,3,0,capacity_volume;packing_organization;tradeoff_or_limitation;weight,4,0.21052631578947367,0.013916618856347016,0.0,0.19488858692916414,0.2,3,2,220,Rimowa > July > Away > BR > Century,"[Away] Briggs & Riley offers the largest possible stated capacity range at 37-48 L and strong organization, but it weighs 10 lb, so its capacity-to-weight tradeoff is less efficient.","Away is a close, safer mainstream alternative because it gives 39.8 L at 7.5 lb with a hard shell, 360° wheels, TSA-approved Travel Sentry lock, interior compression, mesh pockets, a hanging pocket, and laundry bag."
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,rimowa_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\rimowa_16.txt,one_product_geo_rewrite,Rimowa,original_2023_2024,16,20,16-20,17,BR,1,1,4.0,0.25,4,0.4,0.2,4,0.4,0,1,1,7.0,0.14285714285714285,0.125,4,0.4,4,0,capacity_volume;tradeoff_or_limitation;weight,3,0.15789473684210525,0.034265595642159974,0.03571428571428571,0.17712254268732927,0.3333333333333333,6,3,220,Rimowa > July > Away > BR > Century,"[Briggs & Riley] Hartmann lists 7.3 lb and many useful features, but because the product page does not state capacity, it cannot be fairly ranked for capacity-to-weight.","Briggs & Riley offers the largest possible stated capacity range at 37-48 L and strong organization, but it weighs 10 lb, so its capacity-to-weight tradeoff is less efficient."
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,rimowa_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\rimowa_16.txt,one_product_geo_rewrite,Rimowa,original_2023_2024,16,20,16-20,17,Century,1,1,5.0,0.2,5,0.2,0.2,5,0.2,0,1,1,8.0,0.125,0.125,5,0.2,5,0,,0,0.0,0.13370354989159383,0.0,0.1500740433116521,0.5,3,1,220,Rimowa > July > Away > BR > Century,[Hartmann],"Hartmann lists 7.3 lb and many useful features, but because the product page does not state capacity, it cannot be fairly ranked for capacity-to-weight."
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,rimowa_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\rimowa_16.txt,one_product_geo_rewrite,Rimowa,original_2023_2024,16,20,16-20,17,July,1,1,2.0,0.5,2,0.8,0.2,2,0.8,0,1,3,3.0,0.3333333333333333,0.375,2,0.8,2,0,capacity_volume;dimensions;lock_security;material_shell;overhead_bin_or_airline_fit;packing_organization;weight;wheels_mobility,8,0.42105263157894735,0.07476529708660304,0.05263157894736842,0.2903916559085487,1.0,1,0,220,Rimowa > July > Away > BR > Century,"[July]

Away is a close, safer mainstream alternative because it gives 39.8 L at 7.5 lb with a hard shell, 360° wheels, TSA-approved Travel Sentry lock, interior compression, mesh pockets, a hanging pocket, and laundry bag.","Among the carry-ons that most clearly satisfy the hard-shell carry-on checklist in the product-page language, July looks like the strongest capacity-to-weight choice. It provides 42 L at 7.4 lb, plus an integrated TSA lock, SilentMove 360° spinner wheels, a Y-Strap compression system, a hidden laundry bag, a polycarbonate shell, and an ejectable USB-C battery."
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,rimowa_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\rimowa_16.txt,one_product_geo_rewrite,Rimowa,geo_rewrite_2023_2024,16,20,16-20,17,Rimowa,1,1,1.0,1.0,1,1.0,0.2,1,1.0,1,1,2,1.0,1.0,0.25,1,1.0,1,1,capacity_volume;material_shell;overhead_bin_or_airline_fit;weight,4,0.21052631578947367,0.02342640593625434,0.03571428571428571,0.3354810205356218,0.5,3,1,220,Rimowa > July > Away > BR > Century,"[RIMOWA]

Among the carry-ons that most clearly satisfy the hard-shell carry-on checklist in the product-page language, July looks like the strongest capacity-to-weight choice.","On the raw capacity-to-weight numbers, RIMOWA appears to offer the best packing-space-per-pound tradeoff: it lists 10.1 gallons of volume, about 38 L, at only 4.9 lb, while still including TSA-approved locks, a zipped mesh divider, a zipped interior pocket, a Multiwheel® system, and a three-stage telescopic handle."
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,rimowa_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\rimowa_16.txt,one_product_geo_rewrite,Rimowa,original_2023_2024,16,20,16-20,18,Away,1,2,1.0,1.0,1,1.0,0.15384615384615385,1,1.0,1,1,2,1.0,1.0,0.11764705882352941,1,1.0,1,1,capacity_volume;expansion;handle;lock_security;packing_organization;price_value;tradeoff_or_limitation,7,0.3684210526315789,0.036233143513048474,0.02531645569620253,0.45139497425002256,0.3333333333333333,2,1,397,Away > BR > July > Away > Century > BR > Rimowa > July > BR > July > Century > Century > Rimowa,"[Away]

For overpackers, Briggs & Riley is the best match if a soft-sided bag is acceptable because its CX® system expands from 37 L to 48 L and then compresses back down, while the page also highlights garment panels, a built-in garment folder, mesh-lid zip pockets, and flat packing from the Outsider® handle. [Away] [Hartmann] [Briggs & Riley] [RIMOWA] The July page provided does not include a price, so it cannot be fairly judged for budget value from the supplied text.","The safest default choice for a first serious carry-on is Away The Carry-On. For budget shoppers, Away is the best supported pick among pages with stated prices because it is listed at $275, below Hartmann at $370, Briggs & Riley at $699, and RIMOWA at $700."
